页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,正负情感,子类目,总类别
32,3.52963E+15,上海虹口,2013/1/1 12:08,#虹口微旅行之甜爱季#【甜爱寻宝活动集章:永不消逝的爱情】李白烈士故居位于黄渡路107弄(旧称亚细亚里)15号，原先是他和家人的住所，从一楼到三楼陈列了“投身革命洪流”、“战斗在敌人的心脏”、“永不消逝的电波”三部分图片和实物。@乐游虹口 说在此地点可获得“永不消逝的爱情”甜爱章哦 ,4,2,0,,,,,,,
32,3.50907E+15,吃亏便是占便宜,2012/11/5 18:35,李白烈士在上海黄渡路，近四川北路故居门口的介绍墙。 ,0,0,0,,,,,,,
32,3.50114E+15,Happy的后菜园,2012/10/14 21:03,#周末去认识上海的老房子#黃渡路107弄，李白烈士故居，是走錯了路，才經過這裏。閙中取靜的位置，很幽靜的居所，現在住的人看着也不是很多，這是“永不消逝的電波”的原型嗎？.....地鐵8號綫虹口足球場，周一周日休息......ps.向前則是多倫路和甜愛路... ,0,8,0,,,,,,,
32,3.49739E+15,Brenda_岱,2012/10/4 12:31,"我在问我回答了一个问题【“hi，麻烦问下，我是外国游客,临时去上海,想问下上海有没有进一些 ...”】，(问#上海#附近的人)，我的回答是：“李白烈士故居纪念馆 地址: 虹口区黄渡路107弄15号  569 ...”。--大家看看我回答的怎么样？网页链接 ",0,0,0,,,,,,,
33,3.4667E+15,西电微院星火实践队_516,2012/7/11 20:09,【上海第二天】下午我们到达西电早期著名校友李白烈士的故居，并有幸成功预约到了到了李白烈士之子李恒胜明天早上的采访！之后我们参观了中共四大遗址等。 @西电李波 @青春三下乡 @三秦学子 @西安电子科技大学团委 @西电校团委实践部 @西电赵小虎 ,0,0,0,,,,,,,
33,3.4576E+15,Nireus_zen,2012/6/16 17:28,我在李白烈士故居纪念馆拍了照片：联通落后了喏，还是你们上进啊@不爱kitty的kittie @又换名字了啦啦啦 网页链接 ,0,1,0,,,,,,,
33,3.4576E+15,Nireus_zen,2012/6/16 17:24,我在李白烈士故居纪念馆：成功发报！ 网页链接 ,0,0,0,,,,,,,
33,3.45681E+15,机器大人,2012/6/14 13:28,我在李白烈士故居纪念馆：永不消失的电波。 网页链接 ,0,0,0,,,,,,,
33,3.44781E+15,Au__revoir,2012/5/20 17:35,我在这里:#李白烈士故居(东门)# 跟老爸老妈撑台脚… 网页链接 ,0,0,0,,,,,,,
33,3.42965E+15,#NAME?,2012/3/31 14:23,我在李白烈士故居纪念馆。吃完鲜芋仙，参观完李白烈士故居了~嗯三层楼，房型不错诶！接下去干嘛去呢  网页链接 ,0,0,0,,,,,,,
33,3.40983E+15,你和我温馨的家,2012/2/5 21:54,今天陪儿子去李白烈士故居。可惜等辗转赶到黄渡路，却被告知周日休馆。儿子提出再去参观“二大”会址。于是乎再赶到老成都北路大沽路口。经过1个小时的参观，儿子开心地说这个下午真令人难忘啊！ ,0,0,0,,,,,,,
34,3.39742E+15,王日魁,2012/1/2 16:12,李白烈士故居--黄渡路107弄15号 ,0,0,0,,,,,,,
34,3.39532E+15,00的二师兄,2011/12/27 21:01,我在这里:#李白烈士故居(东门)#家里呆不下去了，都是他的影子，他的味道，出来透透气 网页链接 ,0,1,0,,,,,,,
34,3.39488E+15,貪翫Sam,2011/12/26 16:00,我正在 上海李白烈士故居 网页链接 ,0,0,0,,,,,,,
34,3.39158E+15,兜兜妈妈叫Amy,2011/12/17 13:21,圣诞气氛越来越浓了哦。我在这里：#李白烈士故居# 网页链接 ,0,0,0,,,,,,,
34,3.38576E+15,糖小泽Zzz,2011/12/1 12:02,我在李白烈士故居纪念馆。小洋房好帅气  网页链接 ,0,0,0,,,,,,,
34,3.38228E+15,nngf,2011/11/21 21:34,周末，去一个不起眼的弄堂参观了李白烈士故居。相信很多人像我刚开始听到这个名字时的反应一样的大吃一惊。“李白？烈士我没有听错吗？”可是，如果我提起“永不消失的电波”的话，也许您还会有点印象。对，李白就是这部电影男主角李侠的原型。遗憾的是，就在解放即将到来的前夕，他被害了。向他致敬！ ,0,15,0,,,,,,,
34,3.37742E+15,菁妈果宝,2011/11/8 11:18,我在李白烈士故居纪念馆。巧遇李白烈士的儿子  网页链接 ,0,0,0,,,,,,,
34,3.36733E+15,劭霞少侠,2011/10/11 15:04,我在李白烈士故居纪念馆。这个免费噢 这个人我认识的呀 嘟嘟嘟嘟嘟 永不消逝的电波看过不下八遍的 孙道临帅是帅的来 相当于现在的彦祖呀 这个人搞了不少电台哟 青年女工掩护地下工作 产生了纯洁的爱情 介绍是这样说的  网页链接 ,0,2,0,,,,,,,
2,5.0818E+15,今视频长天新闻,2024/9/23 16:07,井冈山茅坪八角楼毛泽东旧居，逼仄昏暗的阁楼是卧室也是办公处，当年毛主席带头勤俭节约，夜晚办公仅点一根灯芯！#追寻光辉的足迹# #红色文化传播行动# #全国广电新媒体集结发光#  今视频长天新闻的微博视频 ,0,1,0,,南昌,江西,中国,,,
2,5.08135E+15,越牛新闻,2024/9/22 10:05,【#追寻光辉足迹#—庆祝中华人民共和国成立75周年红色文化传播全媒体接力直播】9月22日上午10:00，第一站走进湖北武汉红巷，深入探访中共五大会址、中国共产党纪律建设历史陈列馆、毛泽东同志旧居等革命旧址和红色教育基地，感受革命先辈们筚路蓝缕的奋斗历程。第二站走进中国革命的重要摇篮——湖南，沿着习近平总书记的足迹，共同探寻这座千年学府的红色记忆。第三站走进福建，实地探访古田会议旧址、长征出发“零公里处”长汀中复村、福建农民丰收节、闽东连家渔船上岸地，讲述老区苏区全面振兴发展的新时代故事。#红色文化传播行动##全国广电新媒体集结发光#  荔枝新闻的微博视频,0,2,0,,福州,福建,中国,,,
2,5.08135E+15,海南广播电视总台微博,2024/9/22 10:05,湖北，一片镌刻着信念与荣光的红土地，无数革命先烈为了家国人民抛头颅洒热血。9月22日上午10:00，本期直播第一站，我们走进湖北武汉红巷，深入探访中共五大会址、中国共产党纪律建设历史陈列馆、中央农民运动讲习所旧址、毛泽东同志旧居等革命旧址和红色教育基地，感受革命先辈们筚路蓝缕的奋斗历程。  海南广播电视总台微博的微博视频,0,0,3,,海口,海南,中国,,,
2,5.08135E+15,广西都市频道,2024/9/22 10:04,【直播：追寻光辉足迹——庆祝中华人民共和国成立75周年红色文化传播全媒体接力直播（二）】9月22日上午10:00，本期直播第一站，我们走进湖北武汉红巷，深入探访中共五大会址、中国共产党纪律建设历史陈列馆、中央农民运动讲习所旧址、毛泽东同志旧居等革命旧址和红色教育基地，感受革命先辈们筚路蓝缕的奋斗历程。直播第二站，我们走进中国革命的重要摇篮——湖南，一同追寻三湘大地上的光辉足迹。直播第三站走进福建，一睹红色沃土的今朝巨变。#追寻光辉足迹##红色文化传播行动##全国广电新媒体集结发光#  今视频长天新闻的微博视频,0,0,2,,,广西,中国,,,
2,5.06012E+15,中国大学生在线,2024/7/25 20:16,#实践者说# 近日，@中国石油大学华东 的储建红色实践队前往洛阳开展了红色主题实践活动。队员们参观了杨家岭毛泽东旧居，感受到“不忘初心”的精神。在八路军驻洛办事处纪念馆，深刻理解了抗战历史的艰辛与辉煌。接着，队员们访问了中共洛阳组纪念馆，了解革命先辈的斗争历程，加深了对党的历史的认识。实践队员们感受革命先烈的奉献精神，激励自己为民族复兴与社会发展贡献力量。#传承红色基因##小我融入大我#,0,2,1,,许昌,河南,中国,,,
2,5.05971E+15,天津和平,2024/7/24 17:15,【润园对外开放】位于和平区大理道66号的润园，近日正式对外开放。润园始建于1931年，原为实业家孙震方旧居，占地面积3933.9平方米，建筑面积2033.35平方米，为西班牙建筑风格。园内有游泳池、观景台等设施，古树、老藤、绿地相映，颇有异国情趣。　　1951年12月，毛泽东同志来津视察期间曾在此下榻。为纪念一代伟人，特取毛泽东同志的字“润之”中的“润”字，将此处命名为“润园”。　　润园开放后，在市委宣传部、市委党校指导下设立的“前进，沿着光辉的足迹！——毛泽东和天津人民在一起”展览将在这里继续开放。和平区也将丰富“使命之源”红色线路4.0版本，在润园策划排演全新的红色微话剧和沉浸式演艺，让这一红色遗迹在新时代绽放璀璨光芒。网页链接,3,4,4,,天津,天津,中国,,,
2,5.05937E+15,天津新闻广播909,2024/7/23 19:00,【五大道又一小洋楼开放】近期，位于和平区大理道66号的润园重新对外开放。润园别墅始建于20世纪20年代初，是“天津新八大家之一”的孙仲凯的旧居。1951年12月27日至29日，毛泽东主席在天津视察工作期间下榻润园。目前，润园正在试运营阶段，仅接待团体预约参观，后续将适时开放对个人参观。 ,0,0,0,,天津,天津,中国,,,
2,5.05749E+15,济南教育电视台,2024/7/18 14:16,为赓续红色基因，探索乡村发展，南京工程学院经济与管理学院“‘井’以致远，筑梦‘山冈’”小队踏上江西省吉安市井冈山开展实践活动。实践过程中，小组成员拾级而上，走入北山革命烈士陵园，瞻仰革命先烈英魂；进入展馆，参观井冈山革命博物馆，寻找历史的红色记忆；走近伟人，踏入毛泽东旧居，汲取红色奋进力量；回望初心，登上火炬广场，更加坚信星星之火可以燎原！学好红色精神，团队成员就井冈山红色旅游业发展对井冈山人民的影响开展调研，在红旅产业发展下，井冈山不仅经济好，更是将红色精神传承好。巍巍井冈，沁心铸魂，当代青年要结合新的时代条件继续弘扬井冈山精神，以永不懈怠的精神状态劈波斩浪、勇往直前！,0,0,1,,,山东,中国,,,
2,5.05378E+15,陇南成县红川镇政府,2024/7/8 8:47,『守护毛泽东旧居的藏族汉子 - 新华社客户端』网页链接 ,0,0,0,,陇南,甘肃,中国,,,
2,5.05235E+15,我们的天空,2024/7/4 9:29,【感悟初心使命 凝聚奋进力量】为激励广大党员，立起新时代合格党员标尺，发挥新时代先锋模范作用。近日，空降兵某部开展“悟初心、强党性、建新功”七一系列主题党日活动。他们发挥驻地丰富红色资源优势，组织全体党员赴驻地毛泽东同志旧居、清廉教育中心等场馆进行参观见学活动，拓展深化党史学习教育途径，引导官兵感受先辈革命精神，体悟领袖关怀、激发奋进动力。#中国空降兵#,6,6,33,,孝感,湖北,中国,,,
3,5.05197E+15,陇南两当左家乡,2024/7/3 8:36,【甘快看】守护毛泽东旧居的藏族汉子 - 新华社客户端 网页链接 ,0,0,0,,陇南,甘肃,中国,,,
3,5.05173E+15,上海规划资源,2024/7/2 16:36,【让红色故事“活起来”：跟着《图溯上海——红色寻访》地图来一次闪亮的“Red Walk”吧！】#图溯上海# 作为中国共产党的诞生地，上海拥有着丰富的红色资源：中共一大纪念馆、上海茂名路毛泽东旧居陈列馆、国歌展示馆、中国劳动组合书记部旧址陈列馆……为庆祝中国共产党成立103周年，市测绘院以红色文化为主题，以红色资源为素材，推出了《图溯上海——红色寻访》地图，详见↓网页链接,0,0,0,,上海,上海,中国,,,
3,5.05163E+15,陇南礼县发布,2024/7/2 10:17,【甘快看】守护毛泽东旧居的藏族汉子网页链接 ,0,0,0,,陇南,甘肃,中国,,,
3,5.05139E+15,陇南日报社,2024/7/1 18:02,#厚道甘肃#守护毛泽东旧居的藏族汉子网页链接 ,0,0,0,,陇南,甘肃,中国,,,
3,5.05095E+15,广元机场公安,2024/6/30 12:46,【革命圣地公安机关红色教育友好合作联盟活动侧记】6月28日，江西井冈山。大井毛泽东同志旧居内，条桌、木椅，一如当年模样。来参加2024年度革命圣地公安机关红色教育友好合作联盟活动的代表驻足凝视着老墙上斑驳的弹洞，陷入沉思。#公安心向党 护航新征程#  “与革命先烈进行一场跨时空对话”  “与革命先烈进行一场跨时空对话”,8,8,8,,广元,四川,中国,,,
3,5.04881E+15,三明文明网,2024/6/24 15:19,#风展红旗 如画三明#  6月19日，情景剧《薪火清流》在清流县林畲镇毛泽东旧居广场隆重上演。该剧包括《序幕》《星火》《热火》《淬火》和《尾声》5个篇章。全剧巧妙融合歌唱、朗诵、舞蹈、情景表演等多种艺术形式，讲述清流“家家有红旗，村村有烈士”的故事。 ,0,0,0,,三明,福建,中国,,,
3,5.04708E+15,武汉广播电视台,2024/6/19 20:38,【一城好人丨颜君：匠心独运！武汉公交司机自制乘车指引卡】542路从青山建设十路到汉阳琴台，是武汉市知名的红色旅游线路，沿途经过武昌毛泽东同志旧居、武昌中央农民运动讲习所旧址纪念馆、武汉革命博物馆、中共五大会址、向警予烈士陵园等红色景点。司机颜君趁着休息的时间琢磨如何让外地游客少走冤枉路，节省更多时间参观游玩。通过查阅资料、实地走访红色旅游景点，经过不断修改排版自制乘车指引卡。“我们要争当城市的形象代言人，要让外地游客感受到武汉人的热情，再辛苦也值得。”颜君坚定地说。#武汉以我为荣##武汉新闻# 武汉广播电视台的微博视频,0,0,0,,武汉,湖北,中国,,,
3,5.04708E+15,上海崇明,2024/6/19 20:32,【扎实推动党纪学习教育走深走实！区委中心组（扩大）举行党纪学习教育考察活动】#崇明新闻# 为扎实推动党纪学习教育走深走实，今天（6月19日）下午，区委副书记、区长李峻，区人大常委会主任薛红，区政协主席邹明等区四套班子领导赴中共二大会址纪念馆、上海茂名路毛泽东旧居，开展区委中心组（扩大）党纪学习教育考察活动，传承红色基因、赓续红色血脉，高标准推进党纪学习教育，以严明的纪律为崇明高质量发展保驾护航。扎实推动党纪学习教育走深走实！区委中心组（扩大）举行党纪学习教育考察活动,0,0,0,,上海,上海,中国,,,
3,5.0463E+15,微游甘肃,2024/6/17 17:00,#刘畅带你游诗意甘肃##诗意甘肃#演员刘畅 红军两万五千里长征在甘南留下了大量珍贵的革命足迹，璀璨生辉的甘南红色旅游资源无疑是一曲壮美的歌，是一支高亢的曲。追寻先烈的足迹，触摸天险腊子口的碑石，走进次日那毛泽东旧居，感动于伟人的艰苦不屈；亦或思想跟随迭山的云，回忆俄界会议召开的历史时刻；脚步跟随长征的足迹，走进洮州卫城厚重的城门，苏维埃旧址在历史的风雨中摇动檐角的风铃，向前来瞻仰的人们讲述着红色甘南的故事。#是时候去甘肃旅游了#,1,1,2,,兰州,甘肃,中国,,,
