页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,打卡记录监督
52,5021545858597987,昆明盘龙发布,2024-04-10 09:41:31,#小龙女说身边事# 【利剑护蕾 法治课+法治主题班会+集体承诺 这场活动含“法”量100%】近日，凤庆县人民检察院干警、县职业教育中心法治副校长走进凤庆县职业教育中心，通过开展“拒绝校园欺凌、拥抱美好青春”法治课、召开“预防未成年人违法犯罪”主题班会、全校学生进行“反欺凌”集体承诺，为职教中心的同学们带来了一场含“法”量满满的法治宣传活动。利剑护蕾 法治课+法治主题班会+集体承诺 这场活动含“法”量100%,0,0,0,,昆明,云南,中国,校园欺凌
52,5021542646023438,呼和浩特市回民区人民法院,2024-04-10 09:28:45,【怎样界定嬉戏打闹和校园霸凌？】旁观者算不算霸凌者的帮凶？中国政法大学副教授、未成年人事务治理与法律研究基地副主任苑宁宁表示，嬉笑打闹和欺凌行为有着严格的法律界限。#小学生1年被抢3万7变霸凌者#央视网快看的微博视频 ,0,0,0,,呼和浩特,内蒙古,中国,校园欺凌
52,5021179120715541,平安银川,2024-04-09 09:24:14,【助力青少年在法治阳光下茁壮成长】为保障全校学生身心健康，进一步做好学校法治宣传教育工作，提高全校师生对校园欺凌的认识，加强校园安全，预防校园欺凌事件，增强学生的自我保护意识。在新一周的第一天，文昌路派出所艺术巷社区民警在西夏区第二十小学开展以“守护平安校园 反对校园欺凌”为主题的知识讲座。民警通过简洁易懂的语言、生动的案例，根据同学们的年龄特点和认知能力，围绕什么是校园欺凌（暴力）、引发校园欺凌（暴力）的原因、欺凌同学所付出的代价、如何应对校园欺凌、预防和制止校园暴力事件的建议和对策等几个方面开展了宣讲。讲座中，民警首先强调了校园欺凌的危害性，以及如何正确看待此类问题，引导同学们认识到每个人都有权利得到尊重和保护，不应受到他人的欺凌。教导同学们要尊重他人，建立友好的人际关系，并且明白欺凌行为是与这个原则相悖的。随后，民警将课堂还给学生，组织同学们讨论如何应对可能发生的欺凌行为，并强调如果自己遇到或发现他人正在发生欺凌行为，应该依靠法律、老师、家长的智慧，自己勇敢站出来，保护自己和他人的权益。此外，民警还分享了一些有效的预防欺凌的方法。例如，面对有暴力倾向的同学，不能太软弱、振作精神，自强不息、上下学的路上和在学校最好不落单、鼓励同学们积极参与课堂活动，建立良好的同伴关系；教育同学们尊重他人的隐私和权利等。通过此次教育活动，切实加强了师生法治意识和安全防范意识，进一步提高了学生自我保护能力，引导孩子们树立正确的人生观、价值观。下一步，西夏公安将继续探索加强青少年法治教育工作的新途径，做好辖区青少年的法治宣传教育工作，助力青少年在法治阳光下茁壮成长。#银川公安#,5,190,164,,银川,宁夏,中国,校园欺凌
52,5021528122987022,北镇市委宣传部,2024-04-10 08:31:03,发布了头条文章：《法官送法进校园》 #贯彻二十大辽宁在行动#近日，沟帮子人民法庭副庭长曹莹，以沟帮子九年一贯制学校小学二部法治副校长的身份走进校园，开展了以“远离校园欺凌 让心中充满阳光”为题的法治宣讲，助力法治校园建设，构建和谐平安校园环境。#美好辽宁欢迎您##新时代六地辽宁杠杠滴# 法官送法进校园,0,0,0,,锦州,辽宁,中国,校园欺凌
52,5021285539907349,太極黔聖,2024-04-09 16:27:06,儿童防卫术防校园欺凌，希望每一位孩子都有保护自己的能力。学学有好处！  #格斗术在街头##黄磊首谈儿子#思想品读的微博视频 ,30,4,36,贵州,贵阳,贵州,中国,校园欺凌
53,5021158290491794,难舍深蓝,2024-04-09 08:01:28,【向校园欺凌说：“不”！#教会孩子遭遇霸凌要勇敢说出来# 】#蛟龙军事# 兰大虐猫考生都能取消考研资格，那霸凌者呢？为什么他们还能上学？是因为虐待的是人不是猫是吗？建议取消霸凌者上学资格！ 难舍深蓝的微博视频 ,7,7,36,广东,珠海,广东,中国,校园欺凌
53,5021350525142249,平安南岸,2024-04-09 20:45:20,#南岸警事#【铜元局派出所开展保护阳光行动拒绝校园霸凌活动】为筑牢校园安全防线，有效防范与遏制校园欺凌事件的发生，护航未成年人健康成长，近日，铜元局派出所开展以拒绝校园欺凌为主题的宣传活动。活动中，社区民警围绕什么是校园欺凌、哪些行为属于校园欺凌、校园欺凌所带来的法律后果、如何预防校园欺凌等方面，采取以案讲法、以案学法的方式，教育引导同学们树立守法意识。民警提醒同学们面对欺凌行为时，应注重自我保护，及时向老师和家长求助，学会用法律手段保护自己，不成为校园暴力的受害者，更不能沦为施暴者。,0,0,0,,重庆,重庆,中国,校园欺凌
53,5021339117162528,贵州长安网,2024-04-09 20:00:00,【普法宣传“警”相随 防止欺凌护成长】育人以法，润物无声。近日，@贵州省未成年犯管教所 组织民警走进都匀三小开展法治教育。民警结合当前热点案例、真实的案件以及预防校园欺凌教育短片，向同学们讲述了有关校园欺凌背后的严重危害性和需要承担的法律责任；分享一墙之隔的同龄罪犯的改造生活，教育青少年要认真学习、珍惜自由，引导青少年要敬畏法律。此次宣讲通过直播覆盖全校师生2000余人，同学们纷纷表示要自觉规范自己的行为，做一名合格的小学生。@贵州监狱,2,0,0,,贵阳,贵州,中国,校园欺凌
53,5021322427764365,今天薯片减肥了吗,2024-04-09 18:53:41,4-9🈺辉大和欧楼梯1️⃣老师身材好好还有各种兔nv lang装，主题是老师以身作则“教育”校园霸凌的欺凌者们“不说真话吗”“可是身体很诚实嘛”辉大被拷在走廊栏杆，隐忍到最后爆发的表情2️⃣舞雪和竹马 ，这个男生有几分像辉大，侧面蛮像的，大家可以品品3️⃣😍是欧楼梯，那种带磨砂质感玻璃的门，模模糊糊可以看到轮廓，女生被推在门上的揉pp，然后轮廓蒙上一层但也又看得见的那种，很🈶感觉🆘,0,16,13,广东,佛山,广东,中国,校园欺凌
53,5021308918956987,泉州公安,2024-04-09 18:00:00,#泉州一线警事#【向校园欺凌说“不”  民警送上法治“礼包”】4月7日下午，@石狮公安 灵秀所民警深入辖区小学，为师生们带来一场生动有趣的法治讲座。民警通过案例讲解、互动问答等方式，详细介绍了校园欺凌的主要形式和危害及相关法律知识，并提供应对方法，教育孩子们要树立平等互助的良好观念。 ,7,6,6,,泉州,福建,中国,校园欺凌
53,5021207116121913,湖南公安,2024-04-09 11:15:29,【遇到校园欺凌，特警蜀黍教你这么做】春风轻拂，万物复苏，在这个充满生机的季节里，湘潭市公安局巡特警支队走进长郡湘潭高新实验学校，开展《拒绝校园欺凌 构建和谐校园》法治宣讲活动，全校3400余名师生参加。在宣讲中，特警教官结合典型案例，深入浅出地向同学们科普安全知识，介绍了学生欺凌的严重性，以及它对受害者、施暴者以及整个校园的恶劣影响，指出校园欺凌不仅是对他人身心的摧残，更是对法律底线的挑战。随后，特警教官向全体学生传授了防范校园欺凌和自我保护的方法，鼓励孩子们勇敢站出来，对校园欺凌说“不”。#教会孩子遭遇霸凌要勇敢说出来##遇校园霸凌怎么办# ,70,32,33,,长沙,湖南,中国,校园欺凌
53,5021301393329750,紫娥如是曰,2024-04-09 17:30:06,辣妹子辣，辣妹子辣，辣妹子辣妹子辣辣辣，…………辣你妹的辣辣辣……三个月四起校园欺凌，其中三起跳楼，其中一起跳楼因老师打骂学生引起。其中一起校园欺凌实施者为教师。只能说明：辣妹原产地的师范教育出现了严重的质量问题。另：怪不得毛某这么霸道（又笨又霸道）。 ,0,0,0,浙江,杭州,浙江,中国,校园欺凌
53,5021295936539890,内蒙古检察,2024-04-09 17:08:25,【远离校园欺凌 检护少年成长】近年来，校园欺凌事件的发生，令人心痛不已，欺凌给孩子带来的伤痛，可能会伴随他的一生。内蒙古检察机关开展系列普法进校园活动，提升青少年法治意识，为他们筑牢防欺凌的保护墙。远离校园欺凌 检护少年成长 ,1,1,0,,呼和浩特,内蒙古,中国,校园欺凌
53,5021292155897961,武汉广播电视台,2024-04-09 16:53:24,#新洲举行拒绝校园霸陵主题宣讲活动#【拒绝校园欺凌 守护“少年的你”】为增强青少年自我保护意识，预防校园欺凌，创建平安和谐校园，4月9日，新洲区司法局工作人员来到向东小学，开展“珍爱生命 感恩挫折 拒绝欺凌”主题宣讲活动，用法治力量守护青少年健康成长。活动中，新洲区司法局工作人员、向东小学法治副校长李伟为从什么是校园欺凌、校园欺凌的种类、校园欺凌的危害、如何预防校园欺凌等方面展开讲述，用一个个鲜活的事例以案释法，深度剖析校园欺凌对受欺凌者的身心造成的严重伤害。同时，希望同学们要敢于对校园欺凌行为说“不”，敢于用法律武器来保护自己，及时向老师、家长或相关部门寻求帮助，既不做校园欺凌的“加害者”，也不当校园欺凌的“被害者”。学生们纷纷表示：“校园欺凌不分大小，面对校园欺凌，要勇于揭发，要学会向别人寻求帮助保护自己。”（记者 游玉婷 通讯员 殷洁）网页链接,5,4,3,,武汉,湖北,中国,校园欺凌
53,5021271817718030,阳泉城区政法,2024-04-09 15:32:35,【防治校园欺凌  法官在行动】校园欺凌绝非“小打小闹”，而是影响青少年学习、成长乃至一生的梦魇，校园欺凌不仅是一个教育问题，同时也是一个法律问题，拒绝校园欺凌，成长与善同行，阳泉城区法院在行动。4月8日，城区法院综合审判庭副庭长、员额法官侯丽红走进上站小学，综合审判庭副庭长、员额法官赵欣鑫走进河下学校、义井学校等4所小学，刑事审判庭员额法官周玉萍走进阳泉七中分别开展普法宣传进校园活动，为学生们带来一场以校园欺凌为主题的法治课。@阳泉政法  防治校园欺凌  法官在行动,0,0,0,,阳泉,山西,中国,校园欺凌
54,5021262605194307,上海黄浦,2024-04-09 14:55:58,【心理疗愈小锦囊｜小时候被欺负过的孩子，长大后会怎么样？】随着校园欺凌事件被频繁爆出，很多家长都深感担忧：我的孩子被欺负过，这会对他们的心灵造成创伤吗？这种创伤在长大后会不会自动“痊愈”呢？国家二级心理咨询师王晓霆介绍说，在以往国内外大量心理咨询案例中发现，大多数成年来访者遇到的情感、工作和生活困境，都可追溯到青少年时期的创伤经历。在欺凌事件发生的当下，家长和学校就要格外关注孩子的心理变化。（记者：张雯婧 编辑：刘晓静 视频：张雯婧）#校园霸凌##向校园欺凌说不##青少年权益保护# @文明黄浦 @文明上海 上海黄浦的微博视频,7,0,7,,上海,上海,中国,校园欺凌
